J	經典釋文卷二
C	案魏世家及左氏傳云姬姓國也詩譜云周以封同姓其地虞舜夏禹所都之域也在古冀州雷首之北析城之西南枕河曲北涉汾水
T	葛_屨
TF	俱具反
E	褊_也
F	必淺反
E	陿
C	音洽本或作狹依字應作陜
E	隘
F	於懈反
E	機巧_
C	如字徐
F	苦孝反
E	趨_利
F	七須反
C	徐
F	七喻反
E	儉嗇
C	音色
E	糾糾_
F	吉黝反
C	沈
F	居酉反
C	猶繚繚也
E	繚繚
C	音了沈音遼
E	摻摻_
F	所銜反
C	又
F	所感反
C	徐又
F	息亷反
C	説文作㩥
F	山亷反
C	云好手貌
E	纎纎_
F	息廉反
E	廟見_
F	賢遍反
E	要_之
F	於遥反
C	䙅也
E	襋_之
F	紀力反
C	衣領也
E	謂屬
C	音燭
E	著_之
F	直略反
E	提提_
F	徒兮反
C	安諦也
E	宛_然
F	於阮反
C	辟貌
E	左辟_
C	音避注同一音
F	婢亦反
E	揥
F	勑帝反
C	所以爲飾也
E	安諦
C	音帝
T	汾_沮洳
C	汾音
TF	扶云反
C	水名也沮_音
CF	予預反
C	洳_音
CF	如預反
C	沮洳漸洳也
E	其君子
C	一本無子字
E	其莫
C	音暮菜也
E	其漸_
C	如字又
F	接廉反
E	軞車
C	本亦作旄音毛
E	趙盾_
F	徒本反
E	公_行
F	户郎反
C	注同
E	藚
C	音續水舄也一名牛脣説文音
F	似足反
E	水舄
C	音昔
E	昭_穆
F	紹遥反
C	説文作佋
T	園有桃
E	之殽
C	本又作肴音爻
E	省_國
F	色領反
E	且謡
C	音遥徒歌曰謡
E	之行_
F	下孟反
C	下文行國同
E	我所爲_
F	于僞反
C	下所爲皆同
E	何其
C	音基下章同
E	夫人
C	音符
E	何爲
C	如字
E	無復_
F	符又反
E	謗_君
F	博浪反
C	毁也
E	有（棘？）_
F	紀力反
C	從兩束俗作㯤同
T	陟岵
C	音户毛云山無草木曰岵此傳及解屺共爾雅不同王肅依爾雅
E	國迫而數
C	音朔
E	侵削
C	本或作國小而迫數見侵削者誤
E	之處_
F	昌慮反
E	夜莫
C	音暮
E	無解
C	音介
E	旃_哉
F	之然反
E	屺
C	音起
E	少_子
F	詩照反
E	無耆_
F	常志反
T	十畝_之間
TF	莫后反
C	古作畮俗作（？）皆同
E	閒閒
C	音閑本亦作閑往來無别貌
E	無别_
F	彼列反
E	還兮
C	本亦作旋
E	泄泄_
F	以世反
C	多人之貌
E	逮_也
F	徒賚反
C	又
F	徒帝反
T	伐檀_
TF	徒丹反
C	木名也
E	坎坎_
F	苦感反
C	伐檀聲
E	寘
F	之豉反
C	置也
E	漣
F	力纒反
C	風行水成文曰漣
E	猗
F	於宜反
C	本亦作漪同
E	廛
C	本亦作□又作㕓
F	直連反
C	一夫之居曰壥古者一夫田百畝别受都邑五畝之地居之故孟子云五畝之宅是也
E	有縣
C	音（玄）下皆同
E	貆
C	本亦作狟音桓徐郭音暄貉子也
E	宵田
C	音消夜也
E	貉_子
F	户各反
C	依字作貈
E	素餐_
F	七丹反
C	説文作餐云或從水字林云吞食也沈音孫
E	伐輻
C	音福
E	伐輪
C	音倫
E	之漘_
F	順倫反
C	厓也本亦作脣
E	且淪
C	音倫小風水成文轉如輪也韓詩云順流而風曰淪淪文貌
E	囷_兮
F	丘倫反
C	圓倉
E	鶉兮
C	音純鳥也
E	素飱_
F	素門反
C	熟食曰飱字林云水澆飯也
T	碩鼠
C	音石大也
E	斂_也
F	吕驗反
C	下同
E	貫_女
F	古亂反
C	徐音官事也
E	無復_
F	扶又反
E	稅_斂
F	始銳反
E	大比_
F	毗志反
E	樂
C	音洛注下同
E	土
C	如字
F	他古反
C	沈
F	徒古反
E	之訣_
F	古穴反
E	肯勞_
C	如字又
F	力報反
C	注同
E	倈_我
C	本亦作來同
F	力代反
E	咏
C	本亦作永同音詠歌也
E	號
F	户毛反
C	呼也
E	呼_也
F	火故反
E	喜恱
C	音恱
S	唐蟋蟀第十
C	唐者周成王之母弟叔虞所封也其地帝堯夏禹所都之墟漢曰太原郡在古冀州太行恒山之西大原大岳之野其南有晉水叔虞之子變父因改爲晉侯至六世孫僖侯名司徒習堯儉約遺化而不能以禮節之今詩本其風俗故云唐也
T	蟋蟀_
C	上音悉下
TF	所律反
C	蟋蟀蛬也説文蟀作（？）
E	僖_公
F	許其反
C	史記作釐侯
E	不中_
F	丁仲反
E	虞樂
C	音洛下皆同
E	思_逺
F	息嗣反
C	注同
E	歳聿_
F	允橘反
C	遂也
E	其莫
C	音暮
E	其除_
F	直慮反
C	去也注同
E	蛬_也
F	俱勇反
C	沈又
F	九共反
C	趨織也一名蜻蛚
E	不復_
F	扶又反
E	大_康
C	音泰徐
F	勑佐反
C	下同
E	其居
C	義如字協韻音據
E	好_樂
F	呼報反
C	下同
E	瞿瞿_
F	俱具反
C	顧禮義
E	禮樂之外
C	此一樂字音岳
E	蹶蹶_
F	俱衛反
C	動而敏於事也
E	其慆_
F	吐刀反
C	過也
E	休休_
F	許虯反
C	樂道之心
T	山有樞_
C	本或作蓲
TF	烏侯反
C	荎也
E	昭公
C	左傳及史記作昭侯
E	自樂
C	音洛下及注同
E	有朝_
F	直遥反
E	廷
F	徒佞反
E	洒
F	所懈反
C	沈
F	所寄反
C	下同
E	埽
F	蘇報反
C	本又作掃下同
E	有榆_
F	以朱反
E	荎
F	田節反
C	沈又
F	直藜反
E	弗曵_
F	以世反
E	弗婁_
F	力具反
C	婁亦曵也馬云牽也
E	宛
F	於阮反
C	本亦作苑死貌
E	是愉_
C	毛
F	以朱反
C	樂也鄭作偷
F	他侯反
C	取也
E	有栲
C	音考山樗
E	有杻_
F	女久反
C	檍也
E	山樗_
F	勑書反
C	又
F	他胡反
E	檍_也
F	於力反
E	廷_内
C	音庭又
F	徒佞反
E	弗鼓
C	如字本或作擊非
E	灑
F	色蟹反
C	又
F	所綺反
E	有漆
C	音七木名
E	不離_
F	力智反
T	（揚）之水
E	封沃_
F	烏毒反
C	邑名即曲沃
E	鑿鑿_
F	子洛反
E	激_（揚）
F	經歴反
E	湍_疾
F	吐端反
E	洗
F	蘇禮反
C	又
F	蘇典反
E	去
F	羌吕反
E	垢_濁
F	古口反
E	所惡_
F	烏路反
C	又如字
E	襮
C	音博領也字林
F	方沃反
E	繡
C	音秀衆家申毛並依字下文同鄭改爲宵
E	黼
C	音甫
E	爲宵
C	音綃本亦作綃
E	爲純_
F	真允反
C	又
F	眞順反
E	不樂
C	音洛
E	皓皓_
F	古老反
C	潔白也
E	鵠
F	户毒反
C	曲沃邑也
E	（粼？）（粼？）_
F	刋新反
C	清澈也本又作磷同
E	澈_也
F	直列反
C	或作徹誤
T	椒聊
C	椒木名聊辭也
E	其蕃
C	音煩
E	衍
F	延善反
E	一捄_
C	音求又
F	其菊反
C	何音掬沈
F	居局反
E	朋比_
C	王肅孫毓申毛
F	必履反
C	謂無比例也一音
F	必二反
C	鄭云不朋黨則申毛作
F	毗至反
E	佼_好
F	古夘反
E	聊且_
F	子餘反
C	下同
E	匊
C	本又作掬
F	九六反
C	兩手曰匊
T	綢_繆_
C	上
TF	直留反
C	下
TF	亡侯反
C	綢繆猶纒緜也
E	參_也
F	所金反
E	始見_
F	賢遍反
C	下不見見於東同
E	薪芻_
F	楚俱反
C	説文云芻刈草也象苞束草之形
E	合宿
C	音秀
E	後_隂
F	户豆反
E	邂
C	本亦作解
F	户懈反
C	一音
F	户佳反
E	覯
C	本又作逅同
F	胡豆反
C	一音
F	户冓反
C	邂覯解説也韓詩云邂覯不固之貌
E	解
C	音蟹
E	説
C	音悅
E	直戸
C	音值又如字
E	粲_者
F	采旦反
C	三女為粲字林作□
T	杕杜
F	徒細反
C	特貌本或作夷狄字非也下篇同杜赤棠木
E	所并_
F	必政反
E	湑湑_
F	私叙反
C	不相比次也
E	相比_
F	毗志反
C	下文及注同
E	踽踽_
F	俱禹反
C	無所貌
E	逺_其
F	于萬反
E	不佽_
F	七利反
C	助也
E	菁菁_
C	本又作靑同
F	子零反
C	毛葉盛也鄭希少貌
E	睘睘_
C	本亦作煢又作焭
F	求營反
C	無所依也
T	羔裘
E	不䘏_
C	本亦作恤
F	荀律反
C	憂也
E	豹袪_
F	起居反
C	又
F	丘據反
C	袂末也
E	居居
C	如字一音據懐惡不相親比之貌
E	親比_
F	毗志反
E	有悖_
F	補對反
E	豹褏_
F	徐救反
C	本又作褎同
E	究究_
F	九又反
C	爾雅云居居究究惡惡
E	之好_
F	呼報反
C	注同
T	鴇
C	音保鴇似雁而大無後趾性不樹止
E	政役
C	音征篇内注同
E	養_其
F	羊亮反
E	鄂侯_
F	五各反
E	于苞_
F	補交反
C	稹也
E	栩
F	況禹反
C	杼木也
E	稹_也
C	本又作槙
F	之忍反
C	何
F	之人反
C	沈音田又音振廣雅云概也
E	杼_也
F	食汝反
C	徐
F	治與反
E	之處_
F	昌慮反
E	迫_迮
F	側百反
E	梱
F	户本反
E	致
F	直置反
C	下同
E	靡盬
C	音古
E	蓺
F	魚世反
E	何怙
C	音户恃也
E	罷倦
C	音皮
E	鴇行_
F	户郎反
C	注同
E	翮_也
F	户革反
C	爾雅云羽本謂之翮
T	無衣
E	始并_
F	卑政反
C	下注同
E	爲_之
F	于僞反
E	之使_
F	所吏反
C	注同
E	愈
F	羊主反
E	且奥_
C	本又作燠
F	於六反
C	煖也
E	煖
F	奴緩反
T	有杕之杜
E	宗族
C	本亦作宗矣
E	隂_寡
F	於鴆反
C	又如字本亦作䕃同
E	噬_肯
F	市世反
C	逮也韓詩作逝逝及也
E	與比_
F	毗志反
E	好_之
F	呼報反
C	下同
E	曷飲_
F	於鴆反
C	下文同
E	食之
C	音嗣下同
E	道周
C	周曲也韓詩周右也
E	觀_也
F	古亂反
T	葛生
E	好
F	呼報反
E	攻戰
C	音貢又如字
E	多喪_
F	息浪反
C	注同弃亡也又如字
E	怨思_
F	息嗣反
C	或如字
E	蘞
C	音廉又
F	力恬反
C	又
F	力儉反
C	徐又
F	力劒反
C	草木疏云似栝樓葉盛而細子正黒如燕薁不可食
E	齊則
F	側皆反
C	本亦作齋下同
E	枕篋_
F	口牒反
E	韣
C	本亦作㯮又作櫝
F	徒木反
E	墳_墓
F	符云反
E	壙
C	音曠
T	采苓_
TF	力丁反
C	大苦也即甘草葉似地黄
E	好_聽
F	呼報反
E	幽辟_
F	匹亦反
C	下同
E	小行_
F	下孟反
E	爲_言
F	于偽反
C	或如字下文皆同本或作僞字非
E	舎
C	音捨下同
E	旃
F	之然反
E	爲_言謂爲人
C	並
F	于僞反
C	若經文依字讀則此上爲字亦依字
E	訕_人
F	所諫反
E	采葑_
F	孚容反
S	秦車鄰第十一
C	秦者隴西谷名也在雍州鳥鼠山之東比昔臯陶之子伯翳佐禹治水有功舜命作虞賜姓曰嬴其末孫非子為周孝王養馬於汧渭之間封為附庸邑於秦谷及非子之曾孫秦仲周宣王又命為大夫仲之孫襄公討西戎救周周室東遷以岐豐之地賜之始列為諸侯春秋時稱秦伯崔云秦在虞夏商為諸侯至周為附庸
T	車鄰_
C	本亦作隣又作轔
TF	栗人反
E	秦仲始大
C	絶句或連下句非
E	白顚_
F	都田反
E	的
F	丁歴反
E	顙
F	桑黨反
E	寺人
C	如字又音侍本或作侍字寺人奄人内小臣也
E	之令_
F	力呈反
C	注同又
F	力政反
C	沈力
F	丁反韓
C	詩作伶云使伶
E	傳_告
F	直専反
E	阪_有
C	音反又
F	扶板反
C	陂者曰阪
E	陂_者
F	彼寄反
C	又
F	普羅反
C	又
F	彼皮反
E	以間
C	音閑
E	安樂
C	音洛下文並同
E	其耊_
F	田節反
C	老也八十曰耊一音
F	天節反
E	之朝_
F	直遥反
E	將後_
F	胡豆反
C	又如字
E	鼓簧
C	音黄笙也
T	駟驖_
TF	田結反
C	又
F	吐結反
C	驖驪馬也
E	始命
C	絶句
E	園囿_
C	音又沈又
F	尤菊反
E	之樂
C	音洛
E	孔阜_
F	符有反
C	大也
E	驪_也
F	力知反
E	媚_子
F	眉冀反
E	獻麋_
F	亡悲反
E	舎
C	音捨
E	拔
F	蒲末反
C	括也
E	射_之
F	食亦反
E	括_也
F	苦活反
E	善射
C	音社
E	四種_
F	章勇反
E	輶_車
F	由九反
C	又音由輕也
E	鸞
F	盧端反
E	鑣
F	彼驕反
E	獫
F	力驗反
C	長喙田小犬也説文音
F	力劒反
E	歇
C	本又作猲
F	許謁反
C	説文音
F	火遏反
E	驕
C	本又作獢同
F	許喬反
C	□獢短喙田犬也
E	輕_也
F	遣政反
C	又如字下同
E	喙
F	況廢反
E	驅_逆
F	丘遇反
C	或
F	丘于反
E	乘_車
F	繩證反
E	搏噬
C	音博舊音付
T	小戎
C	毛云小戎兵車也鄭云羣臣兵車故曰小戎王云駕兩馬者
E	矜_其
F	居澄反
E	夸_大
F	苦花反
E	有樂
C	音岳又音洛
E	俴
F	錢淺反
C	淺也
E	収
C	如字軫也
E	五楘
C	音木本又作鞪歴録也曲轅上也
E	梁輈_
F	陟留反
E	軫_也
F	之忍反
E	歴録
C	一本作厯禄
E	句_衡
F	古侯反
E	脅驅_
C	本亦作駈
F	起俱反
E	靷
F	之忍反
E	鋈
C	音沃舊音惡白金也
E	續
C	義如字徐
F	辭屢反
E	靳環_
F	居覲反
C	本又作靷沈云舊本皆作靳靳者言無常處㳺在驂馬背上以驂馬外轡貫之以止驂之出左傳云如驂之有靳
F	居釁反
C	無取於靷也
E	以禦_
F	魚吕反
E	愼駕具
C	慎或作順義亦兩通
E	揜_軓
F	於檢反
E	常處_
F	昌慮反
E	著_服
F	直略反
C	又
F	丁畧反
E	軾前
C	音式本亦作式
E	文茵
C	音因文茵以虎皮爲茵茵車席也
E	暢
F	勑亮反
C	長轂也
E	轂
C	音谷
E	騏
C	音其馬騏文也
E	馵
F	之樹反
C	馬左足白
E	駵
C	音留赤馬黒鬛也
E	騧
F	古花反
C	黄馬黑喙也
E	□
C	本又作鬣
F	力輒反
E	兩騑_
F	芳非反
E	龍盾_
F	順允反
C	徐又音允
E	觼
F	古穴反
E	軜
C	音納内也驂馬内轡也
E	俴駟
C	毛云四介馬也韓詩云駟馬不著甲曰俴駟
E	厹矛
C	音求三隅矛也
E	鋈錞_
F	徒對反
C	舊
F	徒猥反
C	一音敦鐏也説文云矛㦸下銅鐏
E	蒙伐
C	如字本或作（？）音同毛云蒙討羽毛也伐中干也鄭云蒙厖也討雜也畫雜羽之文于伐故曰厖伐
E	四介
C	音界甲也
E	鐏
F	徂寸反
C	又
F	子遯反
E	之札_
F	側八反
E	厖_伐
F	莫江反
E	虎韔_
F	勑亮反
C	下同本亦作暢弓室也
E	鏤_膺
F	魯豆反
C	下
F	於澄反
C	毛云膺馬帶也鄭云鏤膺有刻金飾也
E	竹閉_
F	悲位反
C	本亦作䩛鄭注周禮云弓檠曰䩛弛則縛於弓裏備損傷也以竹為之䪐音
F	悲位反
C	徐
F	邊患反
C	一音
F	必結反
E	緄_縢
F	古本反
C	繩也下直登反約也
E	紲
F	息列反
E	厭厭_
F	於鹽反
C	安静也
E	秩秩_
F	陳乙反
C	有知也
E	知也
C	本亦作智
T	蒹葭_
TF	古恬反
C	薕也葭蘆也
E	人被_
F	皮寄反
E	作繄_
F	於奚反
C	猶是也
E	遡_洄
F	蘇路反
C	下音回逆流而上也
E	薕也
C	音亷
E	遡游
C	順流而涉也
E	宛_在
F	紆阮反
C	本亦作苑
E	易_得
F	以豉反
E	萋萋_
C	本亦作淒
F	七奚反
E	未晞
C	音希毛云乾也鄭云未為霜也
E	之湄
C	音眉
E	水隒_
F	魚簡反
C	又音簡
E	且躋_
C	本又作隮
F	子西反
C	升也
E	中坻_
F	直尸反
C	小渚也
E	之涘
C	音俟厓也
E	迂
C	音于
E	中沚
C	音止小渚者也
T	終南
E	有條
C	本亦作樤音同槄也
E	槄_也
F	吐刀反
C	山榎也
E	枏_也
F	如鹽反
C	沈云孫炎稱荆州曰枏揚州曰梅重實揚州人不聞名枏
E	朝_廷
F	直遥反
E	以裼_
F	星歴反
E	渥_丹
F	於角反
C	淳漬也丹如字韓詩作沰音
F	撻各反
C	沰赭也
E	淳
F	之純反
C	又如字本亦作厚
E	漬
F	辭賜反
E	有紀
C	如字基也本亦作屺沈音起
E	黻衣
C	音弗
E	將將_
F	七羊反
T	黄鳥
E	仲行_
F	户郎反
C	下皆同
E	鍼_虎
F	其廉反
C	徐又音針
E	從_死
F	才容反
E	惴惴_
F	之瑞反
E	其慄
C	音栗
E	壙_中
F	苦晃反
E	殱_我
F	子廉反
C	又
F	息廉反
E	愬_之
F	蘇路反
E	之防
C	徐云毛音方比也鄭音房
E	之禦_
F	魚吕反
C	注同當也
T	晨風
E	鴥
C	説文作鴆
F	尹橘反
C	疾飛貌字林
F	於寂反
E	鸇_也
C	字又作□
F	之然反
C	草木疏云似鷂青色説文
F	止仙反
C	字林
F	尸先反
E	之駛_
F	所吏反
C	疾也
E	苞櫟_
F	盧狄反
C	木名
E	六駮_
F	邦角反
C	獸名毛云如馬倨牙食虎豹草木疏云駮馬木名梓榆也
E	倨
C	音據
E	靡樂
C	音洛
E	棣
C	音悌唐棣也
E	樹檖
C	音遂或作遂赤羅也
T	無衣
E	好
F	呼報反
C	下注同
E	攻
F	古弄反
C	又如字下注同
E	亟
F	欺冀反
E	同袍_
F	包毛反
C	襺也
E	襺_也
F	古顯反
C	本亦作繭
E	同仇
C	音求毛云匹也鄭云怨耦曰仇
E	戈長_
F	直亮反
C	又如字
E	同澤
C	如字毛澤潤澤也鄭䙝衣也説文作襗云袴也
E	䙝_衣
F	仙列反
E	近
C	附近之近
E	汙
C	音烏又汙穢之汙
E	垢
F	古口反
T	渭陽音謂水名水北曰陽
E	麗_姬
C	本又作驪同
F	力馳反
E	之難_
F	乃旦反
E	大_子
C	音泰
E	都雍_
F	於用反
C	縣名今屬扶風
E	乘_黄
F	繩證反
C	注同
E	我思_
F	息嗣反
E	瓊瑰_
F	古回反
C	石次玉也
T	權輿
C	音餘權輿始也
E	夏
F	胡雅反
C	大也
E	屋
C	如字具也
E	渠渠_
F	其居反
C	猶勤勤也
E	以食我
C	音嗣注篇内同
E	四簋
C	音軌内方外圓曰簋以盛黍稷外方内圓曰簠用貯稻（粱？）皆容一升二升
J	經典釋文卷六
B	毛詩音義中
S	陳宛丘詁訓傳第十二
C	陳者胡公媯滿之所封也其先虞舜之冑有虞遏父者為周陶正武王頼其器用與其神眀之後故妻以元女其予滿乃封於陳以備三恪其地宓羲之墟在古豫州之界宛丘之側
T	宛_丘
TF	怨阮反
C	毛云四方髙中央下曰宛丘爾雅云宛中宛丘郭云中央隆髙
E	之湯_
F	佗郎反
C	蕩也蒨
F	他浪反
E	洵有
C	音荀信也
E	則傚_
F	户教反
E	坎_其
F	苦感反
C	坎坎擊鼓聲
E	值_其
F	直置反
C	持也
E	鷺
C	音路白鳥也一名舂鉏
E	為翳_
F	於計反
E	指麾_
F	毁戹反
C	字又作撝
E	缶
F	方有反
C	盎也
E	盎
C	本亦作㼜
F	烏浪反
E	翿
C	音導又音陶翳也
T	東門之枌_
TF	符云反
C	白榆也
E	亟_㑹
F	欺冀反
E	之栩_
F	況浦反
C	杼也
E	杼_也
F	常汝反
C	說文
F	丈與反
E	婆
F	歩波反
C	說文作媻音同
E	娑
F	桑何反
C	婆娑舞也
E	榖旦
C	鄭音旦明也木亦作且_王
CF	七也反
C	苟且也徐
CF	子餘反
E	于差_
C	鄭
F	初佳反
C	擇也王音嗟韓詩作嗟_徐
CF	七何反
C	沈云毛意不作嗟案毛無改字冝從鄭讀
E	曰相擇
C	音越下曰徃矣同
E	以鬷_
F	子公反
C	毛數也鄭緫也
E	㑹處_
F	昌慮反
E	如荍_
F	祁饒反
C	芘芣也郭云荆葵也
E	芘
C	音毗又
F	芳耳反
E	芣
C	音浮又
F	芳九反
E	相說
C	音恱
E	乃遺_
F	唯季反
E	情好_
F	呼報反
T	衡門
C	如字衡横也沈云此古文横字
E	誘
C	音酉
E	愿
C	音願謹也
E	掖
C	音亦扶持也
E	棲遟
C	音西
E	興治_
F	直吏反
E	泌
F	悲位反
C	泉水也
E	洋洋
C	音羊
E	以樂_
C	木又作（？）毛音洛鄭
F	力召反
C	沈云舊皆作樂字逸詩本有作疒下樂以形聲言之殊非其義療字當從疒下尞案說文云（？）治也療或（？）字也則毛本止作樂鄭本作（？）注放此
E	慤_愿
F	苦角反
E	魴
C	音房
E	取妻
C	音娶下文同
T	東門之池
C	池城池也孔安國云停水曰池
E	以漚_
F	烏豆反
C	柔也
E	可緝_
F	七立反
C	西州人謂績為緝
E	叔姬
C	音淑本亦作淑善也
E	晤_歌
F	五故反
C	毛遇也鄭對也
E	紵
F	直吕反
C	字又作苧
E	菅
F	古顔反
C	茅已漚為菅
T	東門之楊
E	親迎_
F	魚敬反
C	下注同
E	牂牂_
F	子桑反
C	盛貌
E	煌煌
C	音皇
E	肺肺_
F	普貝反
C	又
F	蒲貝反
E	晢晢_
F	之世反
T	墓門
E	陳_它
C	本亦作佗同
F	徒多反
C	五父也史記以為厲公
E	殺君
C	音試本又作弑同
E	以斯_
F	所冝反
C	又如字又音梳鄭注尚書云斯析也爾雅云斯侈離也孫炎云斯析之離讀者如字
E	析_也
F	星歴反
E	幽閒
C	音閑
E	不睹_
F	都魯反
C	又作覩
E	相_也
F	息亮反
E	猶_去
F	羌吕反
E	禍難_
F	乃旦反
E	有鴞_
F	户驕反
C	惡聲鳥也
E	萃_止
F	徂醉反
C	集也
